37.7773 45.5763
9.10825 32.5037
20.9906 2.53914
22.7882 24.5598
35.0917 20.7801
42.41 24.807
10.6372 4.43434
43.0784 20.3513
24.0303 36.1538
16.3182 43.1867
34.5897 47.0763
16.3961 12.4775
13.9393 9.95056
37.2005 35.1604
0.480667 6.96585
15.0044 28.8919
36.7748 48.8433
27.4346 6.43178
22.6478 46.7681
33.9183 35.519
41.8363 13.7211
27.9656 13.2756
44.9721 46.7544
46.5789 19.2587
49.0173 39.697 0.145903
0.547808 14.8061 -0.0925772
20.1376 19.1824 7.83435
23.8792 38.4564 14.3479
31.2601 0.639362 -2.99259
1.93487 36.317 -0.26718
43.6323 39.5016 0.949281
25.8629 37.6217 12.8905
36.5764 21.7597 6.23015
40.8383 22.3869 5.65336
48.381 22.512 1.00385
26.6701 10.8783 -11.5286
14.1758 23.5954 -2.53946
1.15055 34.8033 -0.311003
8.59401 16.8661 -0.369774
16.4739 29.3085 -2.2035
26.0186 44.6822 12.1403
44.0275 9.84527 0.0203613
6.25477 4.15662 0.103474
17.8793 22.9545 3.09606
38.4152 16.7501 3.06556
32.2794 35.0429 5.42286
0.840784 39.7412 -0.0437826
13.4526 48.2116 1.5925
19.8798 21.1707 6.67935
11.0523 7.18558 0.232621
5.30412 24.8009 -2.57553
29.5221 36.4513 8.67322
45.2315 26.6488 2.58518
44.7386 21.5827 2.7115
18.2958 9.67589 -2.45999
26.2062 23.9174 1.6285
5.94653 8.17286 0.216735
10.1337 42.5626 1.3793
12.6408 28.4249 -5.24264
43.7101 12.8437 0.615948
26.7602 47.2045 7.55618
45.8632 5.2385 -0.0761708
30.0684 14.6504 -5.0134
4.8616 13.8508 -0.0165928
38.5128 13.1245 -0.0144119
8.02942 48.5183 0.29981
32.1879 48.5656 3.36975
23.9021 19.5685 5.53404
7.26188 25.9362 -3.85573
32.1436 29.3497 2.3949
7.7105 35.3175 -1.23195
21.5232 9.52025 -7.14817
19.6249 0.199896 -1.81018
1.27567 18.2424 -0.372008
35.9371 14.5558 -0.295271
46.1577 36.2636 0.695629
24.3812 20.2353 4.92676
20.4825 26.0186 3.03265
6.46992 1.25584 0.0511219
1.51372 42.7625 0.0179412
30.3308 46.5621 6.71972
47.4548 11.8213 0.211268
45.201 7.78375 -0.0643854
30.3781 11.0248 -10.4025
10.387 3.59813 0.0142353
29.4427 22.3731 0.846187
46.5316 47.2228 0.0885777
4.63424 41.9935 0.108533
11.9358 48.6099 0.98315
46.4217 12.4821 0.343103
11.8503 17.9342 0.524133
21.5705 16.6601 6.03102
23.4321 21.8909 5.30837
10.4953 46.8078 0.977319
44.2701 19.3945 2.49652
6.40431 38.4671 -0.161027
47.2503 28.2311 1.35956
21.5751 32.8532 3.53618
49.5819 49.2462 0.0130476
21.0822 6.9277 -7.4106
28.7912 49.591 3.68238
29.2764 35.2367 6.55057
43.5057 31.6309 2.56632
29.3146 22.5166 0.807092
41.8317 39.0561 1.61877
1.09562 21.1966 -0.598009
15.1494 26.7556 -3.32583
17.864 22.7973 3.23213
30.1233 46.0341 7.59507
46.8245 37.3455 0.477612
46.7498 21.7124 1.60641
24.0837 49.8093 3.95784
5.24766 22.6966 -2.20928
49.2035 17.6778 0.482875
39.6313 2.55135 -0.792926
19.7089 48.6953 4.11241
0.715658 11.6749 0.00560722
0.843838 22.8355 -0.648616
46.4522 7.59911 -0.0175934
0.895718 47.5906 0.0165084
32.3191 15.0075 -2.9845
47.3968 10.6037 0.127208
9.66369 12.0258 0.888505
34.5119 18.7506 3.15404
14.7328 44.3327 4.33821
36.9503 37.6812 4.55902
6.25477 43.6735 0.300949
10.6662 20.9387 -2.60145
34.3684 2.33161 -2.88659
25.7118 42.6786 15.0826
48.7091 30.1187 0.722243
1.51219 23.0552 -0.825171
28.4707 45.4344 9.69919
39.9136 10.3763 -0.808659
42.2452 26.9951 4.73668
26.2764 9.01975 -12.8466
20.4718 27.7505 2.01916
43.9741 17.243 1.97269
48.2879 27.5689 1.01468
22.5517 13.9058 -0.404689
11.5986 26.2734 -5.45508
14.9174 8.18201 -0.606264
4.19629 3.55083 0.0594082
23.8334 41.3251 15.9579
28.7133 47.3296 6.60588
23.0384 4.54115 -7.71764
49.2416 27.1706 0.744089
43.3149 12.0548 0.412933
28.4219 14.2567 -5.89045
18.807 43.3805 9.70089
6.82699 24.5003 -3.42763
13.9149 43.9299 3.76877
7.42515 36.375 -0.771078
26.0475 47.9614 6.47767
22.9759 10.0162 -8.79588
34.5836 12.9627 -3.44254
19.1214 9.15403 -3.97319
41.3373 29.5221 4.59959
11.0446 2.4308 -0.055842
22.8248 45.7427 9.9225
46.4507 45.6847 0.131671
39.6802 20.278 5.3947
2.71309 21.7505 -1.05571
23.4931 43.0494 14.4321
31.0053 39.349 10.996
36.4177 37.6797 4.93711
5.20035 17.6046 -0.754407
23.8334 34.7514 7.03682
8.37886 7.78832 0.331879
5.39567 29.9173 -2.27156
14.745 28.8156 -3.95163
24.7703 15.9352 0.881778
49.765 18.0853 0.416868
3.37535 2.69021 0.0394196
36.3338 24.2119 6.77478
18.4423 14.2811 4.18802
9.80712 43.2127 1.2154
0.695822 27.1996 -0.67565
9.67589 24.7078 -4.85215
21.9947 38.7051 13.6303
30.7138 49.7253 2.95303
18.1951 29.4168 -0.345472
41.4289 6.61641 -0.691441
17.6168 9.23337 -2.11368
2.58949 16.7119 -0.339181
20.3635 10.5869 -4.04931
43.6781 36.2239 1.37472
48.8388 18.1448 0.585135
30.0531 35.989 7.56466
14.7694 48.9898 1.74766
28.6599 35.6075 7.51817
23.0522 22.3457 5.35027
5.07828 43.5377 0.175222
7.71508 32.9386 -2.32707
9.73846 29.7082 -4.60554
20.3238 17.0034 7.12999
36.1049 32.2123 4.65127
16.1534 25.0542 -1.16707
8.63979 24.6513 -4.43827
8.41243 40.4355 0.538052
33.3827 45.6771 5.26416
35.8547 7.75475 -4.45629
18.9154 17.3101 7.31476
14.0721 10.2329 0.792691
0.575274 3.59661 0.0186826
15.8116 10.0299 0.00256968
25.6798 36.1385 9.85361
0.584429 40.6522 -0.0205245
32.6151 8.09961 -8.57111
38.9187 15.4347 1.99943
31.579 13.2282 -6.39712
1.55034 41.2412 -0.00630555
19.7974 31.4554 1.46312
8.8702 1.35655 0.0415412
39.0255 37.6385 3.23014
10.9287 46.7269 1.12978
8.14081 35.0246 -1.42335
43.3348 9.52025 -0.0882026
38.667 39.9625 3.22007
29.3252 28.1457 0.246938
15.9841 19.4601 3.94085
23.3619 47.7432 6.72126
4.11542 8.14386 0.124307
16.5288 35.226 2.49823
6.83309 6.14795 0.180481
49.0585 22.9453 0.809041
42.9319 34.5592 2.00076
0.305185 20.0201 -0.385691
18.4744 49.9054 2.52967
1.4832 5.41093 0.0358324
3.83465 44.3236 0.0970223
41.4396 41.7936 1.39592
48.3169 32.9142 0.584627
10.8325 24.2912 -4.85991
40.1959 4.87075 -0.973427
5.00656 3.14646 0.0653325
44.9919 39.938 0.59324
30.8405 44.3632 9.13639
29.754 16.7714 -1.68127
37.9376 17.4078 3.57846
6.21509 14.7481 -0.0573221
19.4403 24.0349 3.8317
0.595112 35.7997 -0.200553
2.78329 7.26188 0.0723107
32.8822 47.8286 3.65276
25.6966 4.60982 -9.22348
13.3854 26.2581 -4.76916
17.7755 34.6309 3.02145
39.4147 45.3154 1.50689
32.9447 30.7932 3.11298
49.8367 45.5473 0.0316138
3.09458 11.8107 0.0476218
20.3726 29.2016 1.46779
8.22779 2.44148 0.0684059
7.43583 9.98108 0.402299
33.4269 43.8536 6.81758
23.2994 18.7719 6.07006
7.94397 7.58232 0.297398
0.433363 41.8683 -0.00175971
46.7421 2.19428 -0.0363753
27.8237 43.3027 13.2877
39.7717 36.6634 2.94571
17.0537 47.8149 3.58857
9.33561 29.548 -4.49949
31.0114 36.0088 7.11616
30.8237 28.0618 1.22155
32.9783 28.312 3.36259
37.1258 26.0247 7.02564
38.9691 9.23643 -1.62928
2.07068 44.847 0.0389742
31.0755 18.5507 0.482648
23.1742 16.5242 4.09114
14.6916 10.9073 1.11665
49.0036 32.7815 0.469785
27.3705 10.4877 -12.1983
21.4957 49.3652 4.01278
32.1711 12.2211 -7.16859
28.5363 9.58586 -12.6643
3.27921 6.16779 0.0746881
37.083 26.1681 6.99307
36.7397 26.5893 6.81062
2.18513 35.4427 -0.369967
44.0809 2.29804 -0.137013
22.1992 12.9887 -2.04495
11.6764 9.83917 0.797815
35.4793 14.7496 -0.439546
33.6406 6.06403 -6.24921
28.9224 32.7006 2.47752
1.05594 41.6593 -0.00149935
3.61492 29.136 -1.54269
5.39262 32.2016 -1.71283
17.9296 38.6273 8.53998
38.8577 38.287 3.27329
3.3784 1.71667 0.0314136
49.5666 31.315 0.465804
23.5343 19.4235 5.94983
34.2998 46.4644 3.88142
21.3126 42.5993 13.337
26.6594 49.4522 4.3036
24.9779 35.2153 7.94023
13.4617 18.6209 1.48657
8.12098 25.6417 -4.34777
37.1639 18.92 4.69173
23.9738 34.9727 7.4969
17.1255 19.3365 5.50676
9.34172 46.4629 0.723044
47.5494 30.3583 1.03302
28.486 5.14695 -9.76374
4.87381 13.0146 0.0650802
2.25227 11.6962 0.027948
22.4784 36.0576 9.4298
42.7763 49.5621 0.192649
15.45 32.8501 -1.27594
39.0469 9.50194 -1.52288
13.2954 34.5302 -1.03691
13.6876 0.526443 -0.307293
33.3522 31.0038 3.43316
46.2325 11.3239 0.221003
2.74361 36.3308 -0.335989
33.1935 11.2415 -6.90837
11.6886 10.065 0.865075
30.3064 4.89059 -8.32926
5.94958 11.1255 0.252594
47.1725 29.4107 1.27165
1.28178 35.7356 -0.257195
39.6725 8.48415 -1.33146
27.6421 16.0161 -2.15792
20.455 2.14087 -3.48533
36.0149 30.781 5.02614
32.7906 16.4403 -0.590058
25.631 5.10422 -9.89175
8.1164 12.064 0.543378
24.4316 0.22126 -3.26095
2.6017 25.9087 -1.29093
30.5399 20.3192 1.09612
33.0103 44.7249 6.49887
47.6012 37.785 0.342568
7.19626 44.8622 0.416922
21.7734 13.4785 -0.311796
19.5547 37.2097 8.98625
13.1977 13.5884 2.42785
6.71102 31.3501 -2.54489
9.74761 49.62 0.397063
33.7809 8.034 -7.0247
15.8757 43.1013 6.19695
6.51112 14.0095 0.100772
24.3736 41.5601 16.0041
29.6136 18.2745 -0.0900955
3.85449 37.3241 -0.305289
6.59505 43.8261 0.347648
9.7705 15.7231 0.479939
1.41301 13.947 -0.0665719
1.77618 34.2448 -0.433007
7.2573 27.131 -3.83675
25.2525 9.20743 -12.1481
42.7686 49.6475 0.188267
39.8068 11.5284 -0.403552
21.012 39.8755 13.6438
2.54982 48.1109 0.0341564
11.5268 43.4248 2.08333
38.9859 30.4666 5.26667
40.7422 23.1208 5.89429
9.28983 7.08945 0.290067
1.09104 12.92 -0.023679
2.83364 11.1667 0.0574283
14.1285 9.80865 0.533978
18.7216 0.189215 -1.49733
17.9586 42.7534 9.08566
15.1952 39.0072 5.02253
24.3049 32.7662 3.51488
35.6883 2.91452 -2.50207
15.5049 33.1446 -0.942982
44.3495 2.31941 -0.121886
26.7739 13.9561 -5.68259
28.8614 5.54369 -10.1147
34.0251 29.8074 4.08189
3.35093 11.3468 0.0715295
42.5733 34.9971 2.04121
19.2114 47.7035 4.97582
47.026 35.078 0.640175
16.6433 48.4283 2.88481
7.68456 38.9142 0.0605888
24.7383 34.1838 5.82165
13.7608 0.291452 -0.297615
42.9014 49.4507 0.190687
28.7088 13.1428 -8.11372
11.4429 32.0154 -3.69699
38.0215 49.4339 0.834469
4.13526 16.5426 -0.426809
44.763 3.79955 -0.126788
0.560015 48.7899 0.0110183
33.1736 33.9946 4.43771
21.0471 12.0228 -2.488
45.6587 11.1744 0.221408
32.0307 42.2208 9.65154
43.4538 19.1321 2.87021
4.62355 33.5871 -1.11431
46.3134 16.5014 0.991128
34.2296 10.9745 -5.74579
21.4972 1.03153 -3.10031
3.9964 20.7587 -1.29404
17.4047 39.9579 8.65495
49.942 16.7348 0.319521
12.1342 5.55284 -0.128831
10.535 42.5886 1.57937
22.3029 29.9265 1.89319
18.5873 37.5256 8.20558
42.4329 18.1051 2.99757
18.2073 16.5899 6.6812
10.2161 33.5017 -2.5836
14.7038 2.27515 -0.740131
17.9754 44.7844 7.33738
40.1761 8.94345 -1.02384
15.6148 48.2513 2.50472
42.6664 6.65151 -0.398517
25.4082 4.74868 -9.33392
31.6477 15.9352 -2.12093
13.8936 5.21256 -0.668458
37.6675 10.1123 -2.35694
41.2305 3.86364 -0.581461
18.9795 26.6594 1.42949
33.2865 33.169 3.96451
22.9423 14.243 -0.171462
46.8245 39.5764 0.337613
35.0322 16.9546 1.80603
23.0262 4.13831 -7.23881
23.2475 22.3151 5.21651
49.7543 37.0449 0.176199
10.7608 24.6086 -4.99811
27.7657 10.1459 -12.5216
34.5836 30.1126 4.44724
11.298 16.5334 0.95283
23.0827 5.79241 -9.06096
18.2363 21.2241 5.24822
0.17243 48.0026 0.01051
30.2469 42.0331 11.9992
48.9639 22.7729 0.830963
28.164 24.6712 0.424303
42.6939 4.2497 -0.343476
32.931 1.15055 -2.7537
25.7775 12.8361 -7.28328
47.4319 45.5596 0.0906466
2.74209 29.5969 -1.15388
19.512 16.2404 6.56235
17.9067 38.5022 8.38784
21.4972 48.4939 5.07631
33.5749 23.0705 4.26783
16.5334 36.7885 4.56151
39.5947 18.9566 4.64203
7.05435 20.6229 -2.2211
2.06915 49.0692 0.0219522
35.696 13.0406 -2.18095
34.0434 42.7564 6.86868
33.9488 35.8913 5.67689
45.967 15.6636 0.922463
38.9004 0.889614 -0.666287
8.76797 11.7664 0.673021
23.336 0.546282 -3.31808
37.3333 34.1899 4.29219
9.54009 48.0087 0.562293
27.2011 16.361 -1.23539
12.1052 29.9051 -4.89212
2.29957 10.0467 0.0588704
30.0409 11.2293 -10.4754
6.53554 41.8653 0.298087
33.5368 6.34938 -6.55553
47.0321 14.7847 0.569726
15.6423 5.18052 -1.5471
21.839 6.25172 -8.07936
4.21766 18.598 -0.866849
39.9518 39.4147 2.48173
4.44197 32.165 -1.37109
16.39 29.0887 -2.30534
17.2063 32.2016 -0.266282
0.224312 28.9789 -0.519587
3.68816 43.2981 0.0845236
18.2943 31.7316 0.41317
41.4472 41.3053 1.46563
42.4833 48.3825 0.297512
42.3124 30.8847 3.48288
13.3259 18.7658 1.22215
27.4285 1.66021 -5.08038
27.7947 29.4458 0.103987
29.7189 2.05847 -5.01663
24.0333 40.7132 16.11
19.1107 44.8775 8.41607
20.9006 49.2447 3.96647
20.8304 33.6604 4.26576
45.0926 37.962 0.748322
22.0725 23.9341 4.75002
3.68358 39.6603 -0.0602319
37.3684 8.3697 -2.97239
34.901 15.9734 0.57594
27.9412 39.935 14.5875
44.9034 28.2205 2.5901
45.4009 32.0933 1.56179
13.4404 1.7243 -0.366259
45.0438 0.120548 -0.0527929
26.1589 10.1505 -12.0969
39.1202 32.5938 4.268
16.3701 31.4051 -1.61258
35.3298 7.11997 -4.88778
24.1295 1.70598 -4.78679
30.8969 39.3719 11.1363
5.38041 19.3518 -1.30668
7.52892 29.4671 -3.57949
49.0448 24.7414 0.841376
47.5555 44.8012 0.101499
34.7957 8.25983 -5.76387
16.5731 3.34483 -1.76787
39.4101 22.5257 6.45825
32.9188 46.5102 4.84914
24.424 0.616474 -3.65164
19.2541 15.6102 5.86287
12.9856 6.81326 -0.185045
6.60115 21.0166 -2.25205
38.6593 21.4057 6.25594
36.137 18.038 3.56618
24.015 36.1721 10.0827
29.0399 28.6081 0.153661
21.8329 12.0426 -3.6002
19.7272 22.8355 5.13455
26.6945 25.544 0.760662
22.7851 49.4766 4.18577
39.819 5.57421 -1.19873
28.8888 29.3985 0.206841
44.9095 37.0708 0.890442
0.04883 1.09714 0.00882937
27.8771 33.1309 3.16205
9.49583 32.3206 -3.21572
48.2009 2.16224 -0.0157601
46.4827 36.8709 0.573652
44.7661 11.6092 0.304728
31.3608 10.6479 -9.69893
33.9976 24.8192 4.89055
11.2171 25.9926 -5.42463
33.0805 12.627 -5.59769
31.3883 48.3901 3.9243
16.0939 16.2008 5.15924
3.16019 14.597 -0.128625
35.8684 12.7171 -2.33485
12.9933 36.2728 0.511976
19.3747 10.4434 -2.88688
43.5316 18.1356 2.47962
19.4693 24.7658 3.24464
1.76702 4.75631 0.0357795
30.7886 11.7374 -9.23279
24.6437 45.0117 11.6899
2.62307 10.7166 0.0596945
7.38853 38.2839 -0.140893
6.57826 22.6417 -2.83081
24.9535 1.45726 -4.69719
41.8241 25.515 5.26143
41.789 20.7862 4.49899
35.7601 3.65612 -2.85376
30.3446 27.6757 0.855626
22.9102 42.2956 14.9163
43.5606 12.4561 0.517428
9.83917 14.0416 0.901374
11.6672 15.215 1.62525
8.92819 8.83358 0.459932
8.63063 7.73492 0.337473
48.8006 33.8908 0.427606
8.5284 5.60778 0.179896
44.2305 35.2458 1.36436
27.1752 24.5888 0.76466
33.3247 17.4444 1.0071
19.3304 20.2506 7.0319
14.8213 12.9215 2.65684
26.7708 25.0038 0.868664
43.2722 27.6711 3.81977
47.56 21.5354 1.24293
14.9678 14.7313 3.82601
21.8192 16.7486 5.92507
2.39875 2.07678 0.0255988
4.32295 5.23698 0.0867948
20.0446 26.4641 2.47577
19.2099 36.3857 7.28977
29.3481 49.7848 3.32668
17.1453 24.1417 0.966297
15.6377 9.5233 -0.281635
30.2332 13.5228 -6.94149
44.8637 29.8441 2.29639
44.998 42.9319 0.384629
32.8959 44.882 6.46362
38.7417 16.3228 2.73077
35.2718 10.8142 -4.52824
49.5941 24.3156 0.688703
40.1334 8.26136 -1.12465
25.5684 28.2662 0.781558
22.2114 11.5741 -5.13132
22.9286 46.4187 8.79684
40.6751 26.5908 5.95492
49.1897 6.14948 -0.000808038
38.6044 23.3985 6.93836
21.0608 1.40385 -3.21094
26.9707 15.6926 -2.2044
32.638 19.3548 2.06555
10.8814 13.2725 1.34374
4.16273 25.3685 -1.98954
40.9345 49.2386 0.387502
6.66524 20.3452 -1.9941
47.4685 8.47041 0.027013
32.7998 9.46379 -8.38946
40.553 8.93124 -0.863667
9.16318 46.4339 0.684887
33.5002 12.3692 -5.39598
20.4718 42.2864 12.6732
22.7332 15.9658 3.72467
40.8185 2.78176 -0.556534
31.8079 1.51982 -3.55004
42.4085 33.5047 2.52241
2.40639 43.7071 0.0434715
27.0302 26.6671 0.338177
40.1364 3.97046 -0.874608
0.598164 18.7506 -0.336302
47.8835 11.6474 0.17756
36.0775 32.9798 4.533
4.62661 8.83358 0.155404
45.0865 45.7442 0.220696
22.4433 10.6037 -7.19629
3.52641 40.9909 0.0158514
39.5474 7.10929 -1.44509
1.50761 41.6807 0.00229694
32.2001 9.15098 -9.23985
12.9078 32.3496 -3.20788
3.2548 13.7532 -0.0549564
4.87991 11.858 0.136919
30.195 41.3297 12.36
32.6106 40.3562 9.35902
30.4376 20.9952 1.17756
39.639 19.57 5.00946
26.7525 25.5806 0.718544
9.06247 20.4505 -2.44233
20.5802 32.9157 3.16459
35.9325 47.2304 2.3937
6.07929 14.948 -0.107426
16.1412 1.98676 -1.18491
32.6991 31.2601 2.99004
22.1519 38.7539 13.8157
49.1165 28.5257 0.718714
10.831 21.2317 -2.79441
36.3124 22.512 6.39751
33.7336 23.1971 4.45903
12.6392 14.1408 2.25614
45.1445 35.6273 1.02131
18.6666 16.213 6.53179
28.1823 19.6387 1.00575
14.6153 42.317 4.9762
34.2814 19.2923 3.387
48.2223 34.5332 0.472099
6.37226 23.3085 -2.91691
25.7988 31.4508 1.5986
31.0511 39.7885 11.169
44.3648 3.09 -0.138805
40.083 22.9713 6.2589
17.5848 4.27259 -2.73184
6.52333 16.1199 -0.360339
3.39824 23.0216 -1.4493
5.78478 49.5666 0.098711
16.1107 25.5333 -1.54467
36.9564 8.00043 -3.35359
30.7611 24.3034 1.41082
24.6849 6.07623 -10.622
12.6072 20.951 -1.54429
46.9497 36.3536 0.536303
29.5038 0.320444 -3.21236
9.00754 28.6798 -4.6108
30.0043 27.4087 0.63263
8.8641 35.0688 -1.47301
45.0163 23.69 2.77714
14.5405 29.1131 -4.07375
45.7747 24.3965 2.31399
48.4863 34.019 0.467681
16.0054 43.3256 6.23792
49.4217 18.3172 0.487121
21.041 46.7101 7.40448
6.93686 23.3116 -3.21027
31.7255 12.7613 -6.93976
39.1736 11.3193 -0.797469
35.9264 28.3914 5.89355
8.84579 48.7945 0.370248
45.4466 49.7269 0.0680051
48.0026 13.3549 0.298062
31.1579 27.9321 1.52707
36.7519 38.8195 4.78566
44.1847 26.957 3.27083
6.32801 37.2677 -0.445817
5.91144 34.7087 -1.13663
11.7771 12.2456 1.5099
24.6803 44.2717 12.953
44.5799 2.12409 -0.105511
21.9245 6.68508 -8.40268
30.5399 17.7023 -0.460205
25.6233 31.8903 2.07626
33.2286 13.1108 -4.81006
13.8325 39.3567 3.62705
8.31324 4.08795 0.112092
16.129 35.0063 1.79165
29.0796 22.6615 0.759253
5.78478 15.9429 -0.341334
28.4463 22.3395 0.850078
40.4675 29.6014 5.06644
27.813 22.837 0.941398
34.2921 38.8348 7.07156
48.0224 8.42921 0.0281516
19.0329 19.5257 7.25287
22.7714 18.9642 6.67991
27.3186 42.2895 14.7053
9.77508 47.6318 0.659629
5.58183 14.8076 -0.113998
19.9973 34.5134 4.98356
39.6481 36.3781 3.05136
10.2557 20.0217 -1.9743
0.697348 41.2305 -0.00998019
9.52635 47.235 0.662657
44.4762 32.1757 1.94133
24.2424 27.2439 1.83086
21.5247 31.1502 2.114
42.9212 6.53859 -0.353864
31.2647 48.2131 4.16713
35.406 0.511185 -1.46704
27.7413 45.5672 9.92589
17.0629 32.1329 -0.457034
9.84222 48.1643 0.596722
23.2231 39.8679 15.5163
3.79193 27.4453 -1.77332
14.1911 43.8978 4.03303
20.7572 9.79949 -5.67737
6.14185 34.6919 -1.19206
47.3556 36.2835 0.475371
48.1948 23.0247 1.09013
1.87841 25.1778 -1.02264
41.0001 15.4592 2.02406
14.0751 13.9363 2.98422
17.1438 4.39924 -2.44116
11.2476 32.0917 -3.64211
28.6767 36.7489 9.74978
18.54 31.6813 0.601509
12.0853 0.233467 -0.106305
6.17847 26.7602 -3.16842
26.0201 41.496 15.8869
41.5067 18.543 3.6516
32.0826 4.94552 -6.88118
28.6111 7.77764 -12.4462
14.0019 6.5096 -0.601696
43.3699 20.8609 3.45922
5.49638 31.2937 -1.99658
46.7101 1.30924 -0.0311651
22.1381 19.2236 7.24822
33.9045 43.112 6.81454
17.5344 27.7612 -0.757545
2.72225 17.5359 -0.458722
9.1464 35.7036 -1.12089
48.2299 19.9744 0.885075
44.0352 27.1889 3.3459
17.0721 38.3465 7.04228
49.8703 19.9087 0.493512
29.0384 19.66 0.712805
41.5036 26.6564 5.36213
48.7167 36.2835 0.297223
28.4265 14.1987 -6.00807
15.0731 28.4722 -3.67816
43.4065 48.616 0.202737
11.7435 24.7444 -4.95195
37.64 41.0886 3.81535
35.8592 16.6356 2.01129
12.7094 33.2728 -2.49105
48.2284 39.4223 0.207644
34.6889 36.2606 5.56076
12.6698 35.3587 -0.547274
0.665304 12.2242 -0.00606287
7.32902 0.997955 0.0496286
3.03354 12.8162 0.00189245
15.7659 45.1613 4.78804
11.8519 13.3366 1.75434
30.6482 9.09604 -11.1294
20.571 6.79342 -6.71408
27.8588 25.4372 0.326664
25.4631 46.878 8.34325
43.8185 17.4657 2.11295
34.0495 3.91705 -4.24654
13.8462 15.2821 3.17836
22.8477 22.9026 5.12729
4.36872 40.437 0.0116253
39.7397 47.6073 0.851075
46.7879 35.5617 0.639277
21.2973 49.8886 3.39938
5.82141 40.6125 0.116879
20.3421 28.2373 1.73622
40.1303 42.2269 1.91085
14.0873 14.6092 3.22942
38.0398 47.8133 1.27872
38.1527 3.64391 -1.54292
36.1797 10.8875 -3.44
16.7653 43.2813 7.19254
3.83312 9.27 0.118827
34.4768 0.886562 -1.96476
0.836206 2.63985 0.0169705
19.6875 43.9299 10.1688
41.8119 21.0807 4.58998
35.2977 49.2508 1.63907
24.5689 11.1225 -9.34442
46.8108 30.0348 1.33711
5.47807 40.8872 0.110347
13.1809 44.5036 2.95638
29.6319 40.8506 13.101
20.7327 25.4097 3.57176
48.5916 31.8369 0.61679
5.45061 44.4105 0.207292
33.5566 16.773 0.441734
33.9763 0.335703 -1.84566
16.7562 37.7697 6.0111
38.5922 45.4863 1.81746
18.8665 25.1061 2.37723
26.5328 38.9401 14.6681
45.2864 39.6664 0.559644
8.92209 41.0062 0.779714
9.06095 35.3954 -1.29679
19.6509 37.8307 9.99498
13.2954 43.3409 3.4111
19.5044 10.2588 -3.30373
0.836206 3.83618 0.0215892
5.87024 35.9844 -0.757237
4.06049 48.3901 0.0642616
23.3085 39.0637 14.8975
2.56813 7.84784 0.0700675
45.3215 25.869 2.58179
21.6086 48.3856 5.2592
22.6264 21.5155 6.16436
29.0307 11.8915 -10.1987
18.2501 45.8403 6.45059
13.5823 12.3188 2.01806
24.7398 43.0036 14.7927
2.37739 14.5421 -0.114967
33.8237 3.75835 -4.29564
0.331125 47.3022 0.0128019
3.82549 44.4655 0.0965339
9.37376 26.8029 -5.04917
45.1506 31.8888 1.7083
10.271 42.5047 1.44613
19.1305 17.8915 7.57097
14.8595 31.6858 -2.69325
20.5878 23.0171 5.42657
21.482 44.3526 11.3486
39.378 33.0897 3.99234
31.4875 25.0221 2.05931
21.2683 47.8439 5.86466
9.55535 12.978 0.878516
23.4336 45.6862 10.2492
45.6954 37.5408 0.662165
34.8964 3.61339 -3.40746
1.70293 9.91089 0.0452481
7.22068 36.3887 -0.755617
49.9313 38.1802 0.133577
15.7796 43.9985 5.58941
37.1105 17.0217 3.01497
46.8856 31.4905 1.11331
31.1335 18.6682 0.596092
31.1258 40.2295 11.2173
33.5246 36.7183 6.51276
18.2028 4.63271 -3.36856
15.4576 9.33256 -0.30665
13.5777 23.4794 -3.05028
10.1199 23.394 -4.37615
22.2541 9.8056 -7.96464
19.245 26.1803 1.99492
20.0018 8.49788 -5.65581
16.596 46.1241 4.74116
47.3312 45.613 0.093408
6.25935 49.2126 0.130696
46.5316 48.4954 0.0630161
18.5232 32.5999 1.30542
37.0998 0.773643 -1.06259
1.1597 31.991 -0.525502
49.8489 21.2668 0.55597
38.9523 44.3419 1.99898
15.0212 30.8863 -3.07071
9.22575 42.4726 0.995972
24.7291 46.588 8.86833
6.25782 33.1294 -1.74738
15.0105 16.4312 4.20468
42.3322 35.0642 2.12511
37.8338 34.8338 4.06884
8.2522 28.7027 -4.19885
18.3538 2.03253 -2.22717
1.17801 3.95062 0.0250486
17.7374 16.8767 6.57706
2.52083 7.70897 0.068194
46.8673 16.9622 0.918862
13.77 17.6641 2.49185
1.22837 5.20646 0.0315914
33.0393 43.8978 7.20831
12.3157 26.9005 -5.39849
30.1386 34.904 5.69828
35.8425 36.3201 4.99862
3.00912 39.5596 -0.068449
22.0786 16.9424 5.92037
23.3131 1.60527 -4.39221
38.6502 44.3495 2.15811
3.97961 38.229 -0.198543
41.0581 5.8565 -0.778395
46.5636 29.2657 1.54214
11.2995 15.952 1.19126
1.17649 18.63 -0.394665
9.84375 41.5937 1.20776
46.8581 4.50606 -0.0423784
11.3071 26.4351 -5.49407
25.1228 19.8675 4.03301
19.1336 28.0389 0.89609
34.6034 29.899 4.51588
29.5923 7.14133 -11.3526
19.4784 47.8713 4.93075
40.3943 33.0302 3.61158
9.61638 46.0341 0.85087
24.2653 44.0901 13.192
45.1476 13.0924 0.55287
12.7659 27.604 -5.27618
43.3515 34.8384 1.76639
10.6723 7.84173 0.361546
40.6262 49.4598 0.399548
36.2453 6.51265 -3.7638
17.3742 4.15204 -2.53387
7.68151 14.6504 0.167725
